VEHICLE_CODE,VEHICLE_NAME,LABOUR_CODE,LABOUR_NAME,MAIN_CATEGORY,SECOND_CATEGORY,BATTERY_REPAIR
 39152,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 55062,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 59373,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 71604,Yuan,LR006,BMS Calibration,Electrical,BMS,Y
 20667,Han,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 40931,Yuan,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 42233,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 46949,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 24359,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 81700,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 78942,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 24432,Shark,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
  4497,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 20451,Yuan,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 87001,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 28794,Han,LR004,Charging Port Repair,Electrical,Charging Port,N
 37719,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
 32606,Song,LR006,BMS Calibration,Electrical,BMS,Y
 79961,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
  1875,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 40161,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 60452,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 31294,Han,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 28912,Song,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 61660,Shark,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 32513,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 87802,Tang,LR007,Power Electronics Repair,Electrical,Power Electronics,N
  5791,Seal,LR004,Charging Port Repair,Electrical,Charging Port,N
 12812,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 55072,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 53293,Yuan,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 92506,Shark,LR004,Charging Port Repair,Electrical,Charging Port,N
  5472,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 90126,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 67289,Yuan,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 94240,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 65897,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 56109,Qin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 37971,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
   229,Song,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 28674,Yuan,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 69686,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 92593,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 10880,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 72244,Song,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
  5360,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 19983,Song,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 33698,Qin,LR006,BMS Calibration,Electrical,BMS,Y
 60786,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 88080,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 33590,Qin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 47467,Tang,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 50080,Seal,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
  7082,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 69032,Tang,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 65000,Shark,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 97640,Song,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 74551,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 59839,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 68959,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  2237,Dolphin Mini,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 76165,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 18780,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 92646,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 61175,Seal,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 73885,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 11169,Yuan,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 59768,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 67160,King,LR004,Charging Port Repair,Electrical,Charging Port,N
 19027,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 64148,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 22521,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 75595,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 37563,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 85233,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 51162,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 55543,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 95656,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 59429,Song,LR006,BMS Calibration,Electrical,BMS,Y
 21946,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 28038,Tang,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 36470,Dolphin Mini,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 44612,Song,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 25595,Song,LR004,Charging Port Repair,Electrical,Charging Port,N
 16813,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  4382,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  9827,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 22893,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 89827,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 86174,Seal,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
  5413,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 77901,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 52762,King,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 43387,Han,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 70397,King,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 43423,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 86268,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 65042,Shark,LR006,BMS Calibration,Electrical,BMS,Y
 61966,Seal,LR006,BMS Calibration,Electrical,BMS,Y
 59250,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 89066,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
  1526,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 11485,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 12942,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 50898,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 12123,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 70701,Song,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 18900,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 58986,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 25073,Tang,LR004,Charging Port Repair,Electrical,Charging Port,N
 29555,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 58848,Seal,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 73802,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 13918,Shark,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 65194,Tang,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 84652,Seal,LR006,BMS Calibration,Electrical,BMS,Y
 36816,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 57866,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 29708,Qin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 76059,Yuan,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 49757,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 16861,Song,LR006,BMS Calibration,Electrical,BMS,Y
 37825,Yuan,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 67923,Han,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 52566,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 24079,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 30913,Shark,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 35453,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 90140,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 68322,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 64523,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 75092,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 90596,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 39098,King,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 72949,Yuan,LR006,BMS Calibration,Electrical,BMS,Y
 33069,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
 37851,Qin,LR006,BMS Calibration,Electrical,BMS,Y
 66526,Seal,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 51658,Seal,LR006,BMS Calibration,Electrical,BMS,Y
 29379,Han,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 63064,Han,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 40730,Song,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 60424,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 33534,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 45903,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 75722,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  5171,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 21550,King,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 30773,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 28436,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 29415,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 48568,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 86938,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 25756,Qin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 95150,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  9314,King,LR004,Charging Port Repair,Electrical,Charging Port,N
 66590,Yuan,LR004,Charging Port Repair,Electrical,Charging Port,N
 23241,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 10148,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 34294,Seal,LR007,Power Electronics Repair,Electrical,Power Electronics,N
  1433,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 30314,Yuan,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 12901,Shark,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 22371,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 97436,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 85487,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 94895,Shark,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 55692,Yuan,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 53517,Yuan,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 22022,Yuan,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 14481,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 18468,Tang,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 60862,Song,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 70336,Han,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 16315,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
  9512,Song,LR006,BMS Calibration,Electrical,BMS,Y
 81302,Yuan,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 77959,King,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  4594,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 92760,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 22391,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 52264,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
  7202,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 81583,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 77343,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  5497,Tang,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 58556,Qin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 46650,Shark,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 42303,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 60593,Han,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 79481,Qin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 12392,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 50686,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
  9148,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 37130,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 73858,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 88456,Han,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 94544,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 49854,King,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 57063,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 81330,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 58825,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 31189,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
  6522,Seal,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 20804,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 22894,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  1848,King,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 98961,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
  4845,Yuan,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 67033,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
 60875,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 31682,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 29344,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 14963,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 32048,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 23188,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 81772,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 90069,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 86615,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 48307,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 87547,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 98497,Song,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 48569,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 48069,Qin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 23821,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 39745,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 52869,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 50436,Han,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 93240,Qin,LR004,Charging Port Repair,Electrical,Charging Port,N
 70601,Song,LR007,Power Electronics Repair,Electrical,Power Electronics,N
  6980,Song,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 77677,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 54594,Song,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 95388,Yuan,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 81780,Qin,LR006,BMS Calibration,Electrical,BMS,Y
 41614,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 10132,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 69201,King,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 11597,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 35308,Shark,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 42924,Yuan,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 61189,Shark,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 49710,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 83430,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 15282,Han,LR004,Charging Port Repair,Electrical,Charging Port,N
 15930,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 61501,Qin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 34130,Han,LR006,BMS Calibration,Electrical,BMS,Y
  6189,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 12264,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  4421,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 74413,Tang,LR004,Charging Port Repair,Electrical,Charging Port,N
 42439,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
  2778,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 37649,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 49716,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
 24758,Han,LR004,Charging Port Repair,Electrical,Charging Port,N
 44353,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 86459,Song,LR004,Charging Port Repair,Electrical,Charging Port,N
 60559,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  2913,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 48005,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 69420,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
 93028,Han,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 55354,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 93844,Dolphin Mini,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 31443,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
   783,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 16853,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 58393,Song,LR004,Charging Port Repair,Electrical,Charging Port,N
 60651,Qin,LR004,Charging Port Repair,Electrical,Charging Port,N
 63534,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 11595,Seal,LR004,Charging Port Repair,Electrical,Charging Port,N
 67519,Tang,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 30733,Qin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 84778,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 85349,Yuan,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 71630,Qin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 30489,Qin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 12093,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 94655,Han,LR006,BMS Calibration,Electrical,BMS,Y
 23362,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 80607,Song,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 67944,Yuan,LR006,BMS Calibration,Electrical,BMS,Y
  1949,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
  4747,King,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 11608,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 74941,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
  2701,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 48052,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
  7023,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 87317,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 38209,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 25450,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  1886,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 20243,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 70007,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 34001,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  9747,Shark,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 61232,Song,LR004,Charging Port Repair,Electrical,Charging Port,N
 23430,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 99698,Han,LR004,Charging Port Repair,Electrical,Charging Port,N
 95552,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 31133,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 31223,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 33318,Shark,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
   356,Seal,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 44762,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 57397,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 63744,Tang,LR006,BMS Calibration,Electrical,BMS,Y
 98490,Dolphin Mini,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
  4069,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 95999,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 45365,Shark,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
   629,Song,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 91842,King,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  5143,Qin,LR004,Charging Port Repair,Electrical,Charging Port,N
 34554,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 40598,Tang,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 36024,Dolphin Mini,LR006,BMS Calibration,Electrical,BMS,Y
 61883,Qin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 78467,Shark,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 78164,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 98715,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 94711,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 29288,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 19024,Han,LR007,Power Electronics Repair,Electrical,Power Electronics,N
  4744,Han,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 50655,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 91450,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 91983,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 52554,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 27474,King,LR006,BMS Calibration,Electrical,BMS,Y
 16759,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 96649,Han,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 64924,Song,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 69853,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 97380,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
   751,Yuan,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 12160,Shark,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 28690,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 63853,Qin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 68019,Song,LR006,BMS Calibration,Electrical,BMS,Y
 54046,Yuan,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 72594,Han,LR006,BMS Calibration,Electrical,BMS,Y
  9339,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 99369,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 60575,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 34404,Dolphin,LR004,Charging Port Repair,Electrical,Charging Port,N
 45798,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 19739,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 62854,Song,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 39599,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 28019,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 94259,Shark,LR006,BMS Calibration,Electrical,BMS,Y
 72075,King,LR007,Power Electronics Repair,Electrical,Power Electronics,N
  7906,Shark,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 81361,Han,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 25712,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 17372,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 64813,Dolphin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 82832,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 11225,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 40866,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
   304,Yuan,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 57098,Yuan,LR006,BMS Calibration,Electrical,BMS,Y
